35,2,Aug 31 2019,12:00 PM,Sat,California-Davis,,,California,,,
36,2,Aug 31 2019,12:00 PM,Sat,Campbell,,,Troy,,,
37,2,Aug 31 2019,12:00 PM,Sat,Colgate,,,Air Force,,,
38,2,Aug 31 2019,12:00 PM,Sat,East Carolina,,,North Carolina State,,,
39,2,Aug 31 2019,12:00 PM,Sat,East Tennessee State,,,Appalachian State,,,
40,2,Aug 31 2019,12:00 PM,Sat,Eastern Michigan,,,Coastal Carolina,,,
41,2,Aug 31 2019,12:00 PM,Sat,Eastern Washington,,,Washington,,,
42,2,Aug 31 2019,12:00 PM,Sat,Florida Atlantic,,,Ohio State,,,
43,2,Aug 31 2019,12:00 PM,Sat,Fresno State,,,Southern California,,,
44,2,Aug 31 2019,12:00 PM,Sat,Gardner-Webb,,,Charlotte,,,
45,2,Aug 31 2019,12:00 PM,Sat,Georgia,,,Vanderbilt,,,
46,2,Aug 31 2019,12:00 PM,Sat,Georgia Southern,,,Louisiana State,,,
47,2,Aug 31 2019,12:00 PM,Sat,Georgia State,,,Tennessee,,,
48,2,Aug 31 2019,7:00 PM,Sat,Grambling State,,,Louisiana-Monroe,,,
49,2,Aug 31 2019,12:00 PM,Sat,Holy Cross,,,Navy,,,
50,2,Aug 31 2019,12:00 PM,Sat,Houston Baptist,,,Texas-El Paso,,,
51,2,Aug 31 2019,12:00 PM,Sat,Howard,,,Maryland,,,
52,2,Aug 31 2019,12:00 PM,Sat,Idaho,,,Penn State,,,
53,2,Aug 31 2019,12:00 PM,Sat,Illinois State,,,Northern Illinois,,,
54,2,Aug 31 2019,12:00 PM,Sat,Incarnate Word,,,Texas-San Antonio,,,
55,2,Aug 31 2019,12:00 PM,Sat,Indiana State,,,Kansas,,,
56,2,Aug 31 2019,12:00 PM,Sat,James Madison,,,West Virginia,,,
57,2,Aug 31 2019,12:00 PM,Sat,Louisiana,,,Mississippi State,,,Mercedes-Benz Stadium - Atlanta Georgia
58,2,Aug 31 2019,12:00 PM,Sat,Louisiana Tech,,,Texas,,,
59,2,Aug 31 2019,12:00 PM,Sat,Miami (OH),,,Iowa,,,
60,2,Aug 31 2019,12:00 PM,Sat,Middle Tennessee State,,,Michigan,,,
61,2,Aug 31 2019,12:00 PM,Sat,Mississippi,,,Memphis,,,
62,2,Aug 31 2019,6:30 PM,Sat,Missouri,,,Wyoming,,,
63,2,Aug 31 2019,12:00 PM,Sat,Monmouth,,,Western Michigan,,,
64,2,Aug 31 2019,12:00 PM,Sat,Montana State,,,Texas Tech,,,
65,2,Aug 31 2019,12:00 PM,Sat,New Mexico State,,,Washington State,,,
66,2,Aug 31 2019,12:00 PM,Sat,Nicholls State,,,Kansas State,,,
67,2,Aug 31 2019,12:00 PM,Sat,Norfolk State,,,Old Dominion,,,
68,2,Aug 31 2019,12:00 PM,Sat,North Carolina,,,South Carolina,,,Bank of America Stadium - Charlotte North Carolina
69,2,Aug 31 2019,12:00 PM,Sat,Northern Iowa,,,Iowa State,,,
70,2,Aug 31 2019,12:00 PM,Sat,Northwestern,,,Stanford,,,
71,2,Aug 31 2019,12:00 PM,Sat,Portland State,,,Arkansas,,,
72,2,Aug 31 2019,12:00 PM,Sat,Rhode Island,,,Ohio,,,
73,2,Aug 31 2019,12:00 PM,Sat,Sam Houston State,,,New Mexico,,,
74,2,Aug 31 2019,12:00 PM,Sat,South Alabama,,,Nebraska,,,
75,2,Aug 31 2019,12:00 PM,Sat,Southern Methodist,,,Arkansas State,,,
76,2,Aug 31 2019,12:00 PM,Sat,Southern Utah,,,Nevada-Las Vegas,,,
77,2,Aug 31 2019,12:00 PM,Sat,Stephen F. Austin,,,Baylor,,,
78,2,Aug 31 2019,12:00 PM,Sat,Syracuse,,,Liberty,,,
79,2,Aug 31 2019,12:00 PM,Sat,Toledo,,,Kentucky,,,
80,2,Aug 31 2019,12:00 PM,Sat,Virginia,,,Pittsburgh,,,
81,2,Aug 31 2019,12:00 PM,Sat,Virginia Military Institute,,,Marshall,,,
82,2,Aug 31 2019,12:00 PM,Sat,Virginia Tech,,,Boston College,,,
83,2,Aug 31 2019,12:00 PM,Sat,Weber State,,,San Diego State,,,
84,2,Sep 1 2019,6:30 PM,Sun,Houston,,,Oklahoma,,,
85,2,Sep 2 2019,12:00 PM,Mon,Notre Dame,,,Louisville,,,
86,3,Sep 6 2019,8:00 PM,Fri,Marshall,,,Boise State,,,
87,3,Sep 6 2019,12:00 PM,Fri,Sacramento State,,,Arizona State,,,
88,3,Sep 6 2019,12:00 PM,Fri,William & Mary,,,Virginia,,,
89,3,Sep 7 2019,12:00 PM,Sat,Alabama-Birmingham,,,Akron,,,
90,3,Sep 7 2019,12:00 PM,Sat,Arkansas,,,Mississippi,,,
91,3,Sep 7 2019,12:00 PM,Sat,Arkansas State,,,Nevada-Las Vegas,,,
92,3,Sep 7 2019,12:00 PM,Sat,Army,,,Michigan,,,
93,3,Sep 7 2019,12:00 PM,Sat,Bowling Green State,,,Kansas State,,,
94,3,Sep 7 2019,12:00 PM,Sat,Brigham Young,,,Tennessee,,,
95,3,Sep 7 2019,12:00 PM,Sat,Buffalo,,,Penn State,,,
96,3,Sep 7 2019,12:00 PM,Sat,California,,,Washington,,,
97,3,Sep 7 2019,12:00 PM,Sat,Central Florida,,,Florida Atlantic,,,
98,3,Sep 7 2019,12:00 PM,Sat,Central Michigan,,,Wisconsin,,,
99,3,Sep 7 2019,12:00 PM,Sat,Charleston Southern,,,South Carolina,,,
100,3,Sep 7 2019,12:00 PM,Sat,Charlotte,,,Appalachian State,,,
101,3,Sep 7 2019,12:00 PM,Sat,Cincinnati,,,Ohio State,,,
102,3,Sep 7 2019,12:00 PM,Sat,Coastal Carolina,,,Kansas,,,
103,3,Sep 7 2019,12:00 PM,Sat,Eastern Illinois,,,Indiana,,,
104,3,Sep 7 2019,12:00 PM,Sat,Eastern Kentucky,,,Louisville,,,
105,3,Sep 7 2019,12:00 PM,Sat,Eastern Michigan,,,Kentucky,,,
106,3,Sep 7 2019,12:00 PM,Sat,Fordham,,,Ball State,,,
107,3,Sep 7 2019,12:00 PM,Sat,Furman,,,Georgia State,,,
108,3,Sep 7 2019,12:00 PM,Sat,Gardner-Webb,,,East Carolina,,,
109,3,Sep 7 2019,12:00 PM,Sat,Grambling State,,,Louisiana Tech,,,
110,3,Sep 7 2019,12:00 PM,Sat,Illinois,,,Connecticut,,,
111,3,Sep 7 2019,12:00 PM,Sat,Jackson State,,,South Alabama,,,
112,3,Sep 7 2019,12:00 PM,Sat,Kennesaw State,,,Kent State,,,
113,3,Sep 7 2019,12:00 PM,Sat,Liberty,,,Louisiana,,,
114,3,Sep 7 2019,12:00 PM,Sat,Louisiana State,,,Texas,,,
115,3,Sep 7 2019,12:00 PM,Sat,Louisiana-Monroe,,,Florida State,,,
116,3,Sep 7 2019,12:00 PM,Sat,Maine,,,Georgia Southern,,,
117,3,Sep 7 2019,12:00 PM,Sat,McNeese State,,,Oklahoma State,,,
118,3,Sep 7 2019,12:00 PM,Sat,Miami (FL),,,North Carolina,,,
119,3,Sep 7 2019,9:30 PM,Sat,Minnesota,,,Fresno State,,,
120,3,Sep 7 2019,12:00 PM,Sat,Murray State,,,Georgia,,,
121,3,Sep 7 2019,12:00 PM,Sat,Nebraska,,,Colorado,,,
122,3,Sep 7 2019,12:00 PM,Sat,Nevada,,,Oregon,,,
123,3,Sep 7 2019,12:00 PM,Sat,New Mexico State,,,Alabama,,,
124,3,Sep 7 2019,12:00 PM,Sat,North Carolina A&T,,,Duke,,,
125,3,Sep 7 2019,12:00 PM,Sat,North Texas,,,Southern Methodist,,,
126,3,Sep 7 2019,12:00 PM,Sat,Northern Arizona,,,Arizona,,,
127,3,Sep 7 2019,12:00 PM,Sat,Northern Colorado,,,Washington State,,,
128,3,Sep 7 2019,12:00 PM,Sat,Northern Illinois,,,Utah,,,
129,3,Sep 7 2019,12:00 PM,Sat,Ohio,,,Pittsburgh,,,
130,3,Sep 7 2019,12:00 PM,Sat,Old Dominion,,,Virginia Tech,,,
131,3,Sep 7 2019,12:00 PM,Sat,Oregon State,,,Hawaii,,,
132,3,Sep 7 2019,12:00 PM,Sat,Prairie View A&M,,,Houston,,,
133,3,Sep 7 2019,12:00 PM,Sat,Richmond,,,Boston College,,,
134,3,Sep 7 2019,12:00 PM,Sat,Rutgers,,,Iowa,,,
135,3,Sep 7 2019,12:00 PM,Sat,San Diego State,,,UCLA,,,
136,3,Sep 7 2019,12:00 PM,Sat,South Dakota,,,Oklahoma,,,
137,3,Sep 7 2019,12:00 PM,Sat,South Florida,,,Georgia Tech,,,
138,3,Sep 7 2019,12:00 PM,Sat,Southern,,,Memphis,,,
139,3,Sep 7 2019,12:00 PM,Sat,Southern Illinois,,,Massachusetts,,,
140,3,Sep 7 2019,12:00 PM,Sat,Southern Mississippi,,,Mississippi State,,,
141,3,Sep 7 2019,12:00 PM,Sat,Stanford,,,Southern California,,,
142,3,Sep 7 2019,12:00 PM,Sat,Stony Brook,,,Utah State,,,
143,3,Sep 7 2019,12:00 PM,Sat,Syracuse,,,Maryland,,,
144,3,Sep 7 2019,12:00 PM,Sat,Tennessee State,,,Middle Tennessee State,,,
145,3,Sep 7 2019,12:00 PM,Sat,Tennessee Tech,,,Miami (OH),,,
146,3,Sep 7 2019,12:00 PM,Sat,Tennessee-Martin,,,Florida,,,
147,3,Sep 7 2019,12:00 PM,Sat,Texas A&M,,,Clemson,,,
148,3,Sep 7 2019,12:00 PM,Sat,Texas-El Paso,,,Texas Tech,,,
149,3,Sep 7 2019,12:00 PM,Sat,Texas-San Antonio,,,Baylor,,,
150,3,Sep 7 2019,12:00 PM,Sat,Tulane,,,Auburn,,,
151,3,Sep 7 2019,12:00 PM,Sat,Tulsa,,,San Jose State,,,
152,3,Sep 7 2019,12:00 PM,Sat,Vanderbilt,,,Purdue,,,
153,3,Sep 7 2019,12:00 PM,Sat,Wake Forest,,,Rice,,,
154,3,Sep 7 2019,12:00 PM,Sat,West Virginia,,,Missouri,,,
155,3,Sep 7 2019,12:00 PM,Sat,Western Carolina,,,North Carolina State,,,
156,3,Sep 7 2019,12:00 PM,Sat,Western Illinois,,,Colorado State,,,
157,3,Sep 7 2019,12:00 PM,Sat,Western Kentucky,,,Florida International,,,
158,3,Sep 7 2019,12:00 PM,Sat,Western Michigan,,,Michigan State,,,
159,3,Sep 7 2019,12:00 PM,Sat,Wyoming,,,Texas State,,,
160,4,Sep 12 2019,12:00 PM,Thu,North Carolina,,,Wake Forest,,,
161,4,Sep 13 2019,12:00 PM,Fri,Houston,,,Washington State,,,NRG Stadium - Houston Texas
162,4,Sep 13 2019,12:00 PM,Fri,Kansas,,,Boston College,,,
163,4,Sep 14 2019,12:00 PM,Sat,Air Force,,,Colorado,,,
164,4,Sep 14 2019,12:00 PM,Sat,Akron,,,Central Michigan,,,
165,4,Sep 14 2019,12:00 PM,Sat,Alabama,,,South Carolina,,,
166,4,Sep 14 2019,12:00 PM,Sat,Arizona State,,,Michigan State,,,
167,4,Sep 14 2019,12:00 PM,Sat,Arkansas State,,,Georgia,,,
168,4,Sep 14 2019,12:00 PM,Sat,Army,,,Texas-San Antonio,,,
169,4,Sep 14 2019,12:00 PM,Sat,Bethune-Cookman,,,Miami (FL),,,
170,4,Sep 14 2019,12:00 PM,Sat,Buffalo,,,Liberty,,,
171,4,Sep 14 2019,12:00 PM,Sat,Cal Poly,,,Oregon State,,,
172,4,Sep 14 2019,12:00 PM,Sat,Chattanooga,,,Tennessee,,,
173,4,Sep 14 2019,12:00 PM,Sat,Citadel,,,Georgia Tech,,,
174,4,Sep 14 2019,12:00 PM,Sat,Clemson,,,Syracuse,,,
175,4,Sep 14 2019,12:00 PM,Sat,Colorado State,,,Arkansas,,,
176,4,Sep 14 2019,12:00 PM,Sat,Duke,,,Middle Tennessee State,,,
177,4,Sep 14 2019,12:00 PM,Sat,East Carolina,,,Navy,,,
178,4,Sep 14 2019,12:00 PM,Sat,Eastern Michigan,,,Illinois,,,
179,4,Sep 14 2019,12:00 PM,Sat,Florida,,,Kentucky,,,
180,4,Sep 14 2019,12:00 PM,Sat,Florida Atlantic,,,Ball State,,,
181,4,Sep 14 2019,12:00 PM,Sat,Florida State,,,Virginia,,,
182,4,Sep 14 2019,12:00 PM,Sat,Furman,,,Virginia Tech,,,
183,4,Sep 14 2019,12:00 PM,Sat,Georgia Southern,,,Minnesota,,,
184,4,Sep 14 2019,12:00 PM,Sat,Georgia State,,,Western Michigan,,,
185,4,Sep 14 2019,12:00 PM,Sat,Hawaii,,,Washington,,,
186,4,Sep 14 2019,12:00 PM,Sat,Idaho,,,Wyoming,,,
187,4,Sep 14 2019,12:00 PM,Sat,Idaho State,,,Utah,,,
188,4,Sep 14 2019,12:00 PM,Sat,Iowa,,,Iowa State,,,
189,4,Sep 14 2019,12:00 PM,Sat,Kansas State,,,Mississippi State,,,
190,4,Sep 14 2019,12:00 PM,Sat,Kent State,,,Auburn,,,
191,4,Sep 14 2019,12:00 PM,Sat,Lamar,,,Texas A&M,,,
192,4,Sep 14 2019,12:00 PM,Sat,Louisiana Tech,,,Bowling Green State,,,
193,4,Sep 14 2019,12:00 PM,Sat,Louisville,,,Western Kentucky,,,Nissan Stadium - Nashville Tennessee
194,4,Sep 14 2019,12:00 PM,Sat,Maryland,,,Temple,,,
195,4,Sep 14 2019,12:00 PM,Sat,Massachusetts,,,Charlotte,,,
196,4,Sep 14 2019,12:00 PM,Sat,Memphis,,,South Alabama,,,
197,4,Sep 14 2019,12:00 PM,Sat,Miami (OH),,,Cincinnati,,,
198,4,Sep 14 2019,12:00 PM,Sat,Missouri State,,,Tulane,,,
199,4,Sep 14 2019,12:00 PM,Sat,Montana,,,Oregon,,,
200,4,Sep 14 2019,12:00 PM,Sat,Murray State,,,Toledo,,,
201,4,Sep 14 2019,12:00 PM,Sat,Nevada-Las Vegas,,,Northwestern,,,
202,4,Sep 14 2019,12:00 PM,Sat,New Hampshire,,,Florida International,,,
203,4,Sep 14 2019,12:00 PM,Sat,New Mexico,,,Notre Dame,,,
204,4,Sep 14 2019,12:00 PM,Sat,Norfolk State,,,Coastal Carolina,,,
205,4,Sep 14 2019,12:00 PM,Sat,North Carolina State,,,West Virginia,,,
206,4,Sep 14 2019,12:00 PM,Sat,North Texas,,,California,,,
207,4,Sep 14 2019,12:00 PM,Sat,Northern Illinois,,,Nebraska,,,
208,4,Sep 14 2019,12:00 PM,Sat,Northwestern State,,,Louisiana State,,,
209,4,Sep 14 2019,12:00 PM,Sat,Ohio,,,Marshall,,,
210,4,Sep 14 2019,12:00 PM,Sat,Ohio State,,,Indiana,,,
211,4,Sep 14 2019,12:00 PM,Sat,Oklahoma,,,UCLA,,,
212,4,Sep 14 2019,12:00 PM,Sat,Oklahoma State,,,Tulsa,,,
213,4,Sep 14 2019,12:00 PM,Sat,Pittsburgh,,,Penn State,,,
214,4,Sep 14 2019,12:00 PM,Sat,Portland State,,,Boise State,,,
215,4,Sep 14 2019,12:00 PM,Sat,Rice,,,Texas,,,NRG Stadium - Houston Texas
216,4,Sep 14 2019,12:00 PM,Sat,San Diego State,,,New Mexico State,,,
217,4,Sep 14 2019,12:00 PM,Sat,South Carolina State,,,South Florida,,,
218,4,Sep 14 2019,12:00 PM,Sat,Southeast Missouri State,,,Missouri,,,
219,4,Sep 14 2019,12:00 PM,Sat,Southeastern Louisiana,,,Mississippi,,,
220,4,Sep 14 2019,12:00 PM,Sat,Southern California,,,Brigham Young,,,
221,4,Sep 14 2019,12:00 PM,Sat,Southern Mississippi,,,Troy,,,
222,4,Sep 14 2019,12:00 PM,Sat,Stanford,,,Central Florida,,,
223,4,Sep 14 2019,12:00 PM,Sat,Texas Christian,,,Purdue,,,
224,4,Sep 14 2019,12:00 PM,Sat,Texas Southern,,,Louisiana,,,
225,4,Sep 14 2019,12:00 PM,Sat,Texas State,,,Southern Methodist,,,
226,4,Sep 14 2019,12:00 PM,Sat,Texas Tech,,,Arizona,,,
227,4,Sep 14 2019,12:00 PM,Sat,Weber State,,,Nevada,,,
228,5,Sep 19 2019,12:00 PM,Thu,Houston,,,Tulane,,,
229,5,Sep 20 2019,9:00 PM,Fri,Air Force,,,Boise State,,,
230,5,Sep 20 2019,12:00 PM,Fri,Utah,,,Southern California,,,
231,5,Sep 21 2019,12:00 PM,Sat,Appalachian State,,,North Carolina,,,
232,5,Sep 21 2019,12:00 PM,Sat,Auburn,,,Texas A&M,,,
233,5,Sep 21 2019,12:00 PM,Sat,Ball State,,,North Carolina State,,,
234,5,Sep 21 2019,12:00 PM,Sat,Baylor,,,Rice,,,
235,5,Sep 21 2019,12:00 PM,Sat,Boston College,,,Rutgers,,,
236,5,Sep 21 2019,12:00 PM,Sat,Bowling Green State,,,Kent State,,,
237,5,Sep 21 2019,12:00 PM,Sat,California,,,Mississippi,,,
238,5,Sep 21 2019,12:00 PM,Sat,Central Arkansas,,,Hawaii,,,
239,5,Sep 21 2019,12:00 PM,Sat,Central Connecticut State,,,Eastern Michigan,,,
240,5,Sep 21 2019,12:00 PM,Sat,Central Florida,,,Pittsburgh,,,
241,5,Sep 21 2019,12:00 PM,Sat,Central Michigan,,,Miami (FL),,,
242,5,Sep 21 2019,12:00 PM,Sat,Charlotte,,,Clemson,,,
243,5,Sep 21 2019,12:00 PM,Sat,Coastal Carolina,,,Massachusetts,,,
244,5,Sep 21 2019,12:00 PM,Sat,Colorado,,,Arizona State,,,
245,5,Sep 21 2019,12:00 PM,Sat,Connecticut,,,Indiana,,,
246,5,Sep 21 2019,12:00 PM,Sat,Elon,,,Wake Forest,,,
247,5,Sep 21 2019,12:00 PM,Sat,Florida International,,,Louisiana Tech,,,
248,5,Sep 21 2019,12:00 PM,Sat,Georgia State,,,Texas State,,,
249,5,Sep 21 2019,12:00 PM,Sat,Hampton,,,Liberty,,,
250,5,Sep 21 2019,12:00 PM,Sat,Kentucky,,,Mississippi State,,,
251,5,Sep 21 2019,12:00 PM,Sat,Louisiana,,,Ohio,,,
252,5,Sep 21 2019,12:00 PM,Sat,Louisiana State,,,Vanderbilt,,,
253,5,Sep 21 2019,12:00 PM,Sat,Louisiana-Monroe,,,Iowa State,,,
254,5,Sep 21 2019,12:00 PM,Sat,Louisville,,,Florida State,,,
255,5,Sep 21 2019,12:00 PM,Sat,Miami (OH),,,Ohio State,,,
256,5,Sep 21 2019,12:00 PM,Sat,Michigan,,,Wisconsin,,,
257,5,Sep 21 2019,12:00 PM,Sat,Michigan State,,,Northwestern,,,
258,5,Sep 21 2019,12:00 PM,Sat,Morgan State,,,Army,,,
259,5,Sep 21 2019,12:00 PM,Sat,Nebraska,,,Illinois,,,
260,5,Sep 21 2019,12:00 PM,Sat,Nevada,,,Texas-El Paso,,,
261,5,Sep 21 2019,12:00 PM,Sat,New Mexico State,,,New Mexico,,,
262,5,Sep 21 2019,12:00 PM,Sat,Notre Dame,,,Georgia,,,
263,5,Sep 21 2019,12:00 PM,Sat,Oklahoma State,,,Texas,,,
264,5,Sep 21 2019,12:00 PM,Sat,Old Dominion,,,Virginia,,,
265,5,Sep 21 2019,12:00 PM,Sat,Oregon,,,Stanford,,,
266,5,Sep 21 2019,12:00 PM,Sat,Sacramento State,,,Fresno State,,,
267,5,Sep 21 2019,12:00 PM,Sat,San Jose State,,,Arkansas,,,
268,5,Sep 21 2019,12:00 PM,Sat,South Alabama,,,Alabama-Birmingham,,,
269,5,Sep 21 2019,12:00 PM,Sat,South Carolina,,,Missouri,,,
270,5,Sep 21 2019,12:00 PM,Sat,Southern Illinois,,,Arkansas State,,,
271,5,Sep 21 2019,12:00 PM,Sat,Southern Methodist,,,Texas Christian,,,
272,5,Sep 21 2019,12:00 PM,Sat,Southern Mississippi,,,Alabama,,,
273,5,Sep 21 2019,12:00 PM,Sat,Temple,,,Buffalo,,,
274,5,Sep 21 2019,12:00 PM,Sat,Tennessee,,,Florida,,,
275,5,Sep 21 2019,12:00 PM,Sat,Texas-San Antonio,,,North Texas,,,
276,5,Sep 21 2019,12:00 PM,Sat,Toledo,,,Colorado State,,,
277,5,Sep 21 2019,12:00 PM,Sat,Troy,,,Akron,,,
278,5,Sep 21 2019,12:00 PM,Sat,UCLA,,,Washington State,,,
279,5,Sep 21 2019,10:30 PM,Sat,Utah State,,,San Diego State,,,
280,5,Sep 21 2019,12:00 PM,Sat,Wagner,,,Florida Atlantic,,,
281,5,Sep 21 2019,12:00 PM,Sat,Washington,,,Brigham Young,,,
282,5,Sep 21 2019,12:00 PM,Sat,West Virginia,,,Kansas,,,
283,5,Sep 21 2019,12:00 PM,Sat,Western Michigan,,,Syracuse,,,
284,5,Sep 21 2019,12:00 PM,Sat,William & Mary,,,East Carolina,,,
285,5,Sep 21 2019,12:00 PM,Sat,Wyoming,,,Tulsa,,,
286,6,Sep 26 2019,12:00 PM,Thu,Navy,,,Memphis,,,
287,6,Sep 27 2019,12:00 PM,Fri,Arizona State,,,California,,,
288,6,Sep 27 2019,12:00 PM,Fri,Duke,,,Virginia Tech,,,
289,6,Sep 27 2019,12:00 PM,Fri,Penn State,,,Maryland,,,
290,6,Sep 27 2019,7:00 PM,Fri,San Jose State,,,Air Force,,,
291,6,Sep 28 2019,12:00 PM,Sat,Akron,,,Massachusetts,,,
292,6,Sep 28 2019,12:00 PM,Sat,Alabama-Birmingham,,,Western Kentucky,,,
293,6,Sep 28 2019,12:00 PM,Sat,Arkansas,,,Texas A&M,,,AT&T Stadium - Arlington Texas
294,6,Sep 28 2019,12:00 PM,Sat,Arkansas State,,,Troy,,,
295,6,Sep 28 2019,12:00 PM,Sat,Brigham Young,,,Toledo,,,
296,6,Sep 28 2019,12:00 PM,Sat,Buffalo,,,Miami (OH),,,
297,6,Sep 28 2019,12:00 PM,Sat,Central Michigan,,,Western Michigan,,,
298,6,Sep 28 2019,12:00 PM,Sat,Cincinnati,,,Marshall,,,
299,6,Sep 28 2019,12:00 PM,Sat,Clemson,,,North Carolina,,,
300,6,Sep 28 2019,12:00 PM,Sat,Coastal Carolina,,,Appalachian State,,,
301,6,Sep 28 2019,6:30 PM,Sat,Colorado State,,,Utah State,,,
302,6,Sep 28 2019,12:00 PM,Sat,Connecticut,,,Central Florida,,,
303,6,Sep 28 2019,12:00 PM,Sat,Delaware,,,Pittsburgh,,,
304,6,Sep 28 2019,12:00 PM,Sat,East Carolina,,,Old Dominion,,,
305,6,Sep 28 2019,12:00 PM,Sat,Florida Atlantic,,,Charlotte,,,
306,6,Sep 28 2019,12:00 PM,Sat,Fresno State,,,New Mexico State,,,
307,6,Sep 28 2019,12:00 PM,Sat,Georgia Tech,,,Temple,,,
308,6,Sep 28 2019,12:00 PM,Sat,Hawaii,,,Nevada,,,
309,6,Sep 28 2019,12:00 PM,Sat,Holy Cross,,,Syracuse,,,
310,6,Sep 28 2019,12:00 PM,Sat,Houston,,,North Texas,,,
311,6,Sep 28 2019,12:00 PM,Sat,Indiana,,,Michigan State,,,
312,6,Sep 28 2019,12:00 PM,Sat,Iowa State,,,Baylor,,,
313,6,Sep 28 2019,12:00 PM,Sat,Kansas,,,Texas Christian,,,
314,6,Sep 28 2019,12:00 PM,Sat,Kansas State,,,Oklahoma State,,,
315,6,Sep 28 2019,12:00 PM,Sat,Kentucky,,,South Carolina,,,
316,6,Sep 28 2019,12:00 PM,Sat,Louisiana,,,Georgia Southern,,,
317,6,Sep 28 2019,12:00 PM,Sat,Louisiana Tech,,,Rice,,,
318,6,Sep 28 2019,12:00 PM,Sat,Middle Tennessee State,,,Iowa,,,
319,6,Sep 28 2019,12:00 PM,Sat,Minnesota,,,Purdue,,,
320,6,Sep 28 2019,12:00 PM,Sat,Mississippi,,,Alabama,,,
321,6,Sep 28 2019,12:00 PM,Sat,Mississippi State,,,Auburn,,,
322,6,Sep 28 2019,12:00 PM,Sat,Nevada-Las Vegas,,,Wyoming,,,
323,6,Sep 28 2019,12:00 PM,Sat,New Mexico,,,Liberty,,,
324,6,Sep 28 2019,12:00 PM,Sat,Nicholls State,,,Texas State,,,
325,6,Sep 28 2019,12:00 PM,Sat,North Carolina State,,,Florida State,,,
326,6,Sep 28 2019,12:00 PM,Sat,Northern Illinois,,,Vanderbilt,,,
327,6,Sep 28 2019,12:00 PM,Sat,Northwestern,,,Wisconsin,,,
328,6,Sep 28 2019,12:00 PM,Sat,Ohio State,,,Nebraska,,,
329,6,Sep 28 2019,12:00 PM,Sat,Rutgers,,,Michigan,,,
330,6,Sep 28 2019,12:00 PM,Sat,South Alabama,,,Louisiana-Monroe,,,
331,6,Sep 28 2019,12:00 PM,Sat,Southern California,,,Washington,,,
332,6,Sep 28 2019,12:00 PM,Sat,Southern Methodist,,,South Florida,,,
